x	y	animal	dummy
0	1.8599822514218467	A	dummy
1	12.747051383282344	A	dummy
2	18.52069615512581	A	dummy
3	28.127730352900926	A	dummy
4	40.64495949262013	A	dummy
5	48.64008242203851	A	dummy
6	58.02797486274903	A	dummy
7	72.18316392568153	A	dummy
8	78.01647542391842	A	dummy
9	90.48004042808377	A	dummy
10	99.73635305533638	A	dummy
11	109.16936118296687	A	dummy
12	118.43422175142618	A	dummy
13	131.84502050775433	A	dummy
14	138.9769836365979	A	dummy
15	144.95734516271824	A	dummy
16	156.60267556417023	A	dummy
17	171.36870286310779	A	dummy
18	180.18508730916287	A	dummy
19	175.74811697353095	A	dummy
20	169.94379846641925	A	dummy
21	167.97034284549267	A	dummy
22	160.2132652757787	A	dummy
23	155.16071515014355	A	dummy
24	151.61284987133868	A	dummy
25	148.92607352459422	A	dummy
26	145.88253488597982	A	dummy
27	140.25663425272054	A	dummy
28	134.02950251897227	A	dummy
29	130.18758849309268	A	dummy
30	124.61137888071887	A	dummy
31	121.9770128515824	A	dummy
32	115.02504510862607	A	dummy
33	112.5533775232071	A	dummy
34	106.44218046035296	A	dummy
35	102.27819211393196	A	dummy
36	97.11028720688569	A	dummy
37	95.67337563169112	A	dummy
38	89.61617657773634	A	dummy
39	86.59374297826963	A	dummy
40	81.28854229140704	A	dummy
41	74.6802405815838	A	dummy
42	70.57309363392763	A	dummy
43	67.6538840315836	A	dummy
44	62.62093387192224	A	dummy
45	58.065488584491774	A	dummy
46	54.20730339007842	A	dummy
47	47.24973526540638	A	dummy
48	41.91399713037342	A	dummy
49	39.433885394817295	A	dummy
50	38.48915440958214	A	dummy
51	30.78459679486499	A	dummy
52	24.716037356492066	A	dummy
53	25.083674293938046	A	dummy
54	17.34417729152901	A	dummy
55	15.20868642997841	A	dummy
56	7.3866602414880385	A	dummy
57	4.691226822208987	A	dummy
58	-1.8987980850054724	A	dummy
59	-6.22630854281601	A	dummy
60	-8.308548169036188	A	dummy
61	-15.402692259686981	A	dummy
62	-18.022231154781824	A	dummy
63	-22.724844074551388	A	dummy
64	-22.753756979338128	A	dummy
65	-22.606896207743095	A	dummy
66	-22.121509813359037	A	dummy
67	-19.423711467942127	A	dummy
68	-18.531407314642756	A	dummy
69	-18.548975551673873	A	dummy
70	-19.59381028811804	A	dummy
71	-15.746946790258935	A	dummy
72	-19.499513362005324	A	dummy
73	-16.011237634104653	A	dummy
74	-15.811663615429982	A	dummy
