x	y	animal	dummy
0	-1.0524589375267313	A	dummy
1	6.148878051558109	A	dummy
2	13.76531865396316	A	dummy
3	14.322752860901346	A	dummy
4	27.19355772379477	A	dummy
5	30.76021628089813	A	dummy
6	39.03245940665778	A	dummy
7	39.98721310171891	A	dummy
8	48.215013917759656	A	dummy
9	56.45878947191289	A	dummy
10	59.31328983917587	A	dummy
11	66.2336236839303	A	dummy
12	72.18924119482449	A	dummy
13	80.71129625133283	A	dummy
14	88.0940628379067	A	dummy
15	91.41797864508723	A	dummy
16	94.58569972863091	A	dummy
17	101.44858102731668	A	dummy
18	108.04439951319861	A	dummy
19	112.41729667138554	A	dummy
20	123.71323079586482	A	dummy
21	126.76529880131925	A	dummy
22	129.46307793406012	A	dummy
23	138.39627460920258	A	dummy
24	145.73622954757275	A	dummy
25	150.70663458974417	A	dummy
26	155.04504805623648	A	dummy
27	161.42693545142885	A	dummy
28	169.61634318309137	A	dummy
29	179.0579810275425	A	dummy
30	182.32109454304054	A	dummy
31	185.9261716418787	A	dummy
32	192.16515356255286	A	dummy
33	200.88000124280154	A	dummy
34	204.5856236360799	A	dummy
35	213.01210659069503	A	dummy
36	219.5712103728113	A	dummy
37	227.65873688201097	A	dummy
38	227.27809093251437	A	dummy
39	235.41593158883978	A	dummy
40	241.70965586234854	A	dummy
41	246.44356603652773	A	dummy
42	256.3934971259725	A	dummy
43	258.67761725159573	A	dummy
44	265.44749290052715	A	dummy
45	272.45813905775907	A	dummy
46	279.34103182049705	A	dummy
47	277.91921896065077	A	dummy
48	273.6089998526779	A	dummy
49	271.3322458754663	A	dummy
50	270.0476226591702	A	dummy
51	264.15661486544826	A	dummy
52	265.0145677759621	A	dummy
53	260.83599208059684	A	dummy
54	256.31890272248916	A	dummy
55	257.22308660910096	A	dummy
56	252.08256855687708	A	dummy
57	247.61647891722046	A	dummy
58	246.49455818422396	A	dummy
59	246.09765426030205	A	dummy
60	243.02107496031437	A	dummy
61	241.64676659461034	A	dummy
62	237.8132805631527	A	dummy
63	234.97538576626837	A	dummy
64	228.66613119423332	A	dummy
65	232.98784715332025	A	dummy
66	226.3635014078056	A	dummy
67	221.24269815282995	A	dummy
68	217.98171457046078	A	dummy
69	218.69033963387173	A	dummy
70	212.53442518507967	A	dummy
71	213.32955053397237	A	dummy
72	207.72332031169535	A	dummy
73	205.07129528545863	A	dummy
74	206.74829013374767	A	dummy
75	203.15594766791463	A	dummy
76	202.58234770927413	A	dummy
77	197.77652542111647	A	dummy
78	193.55807904363724	A	dummy
79	193.890130331103	A	dummy
80	191.05284328987	A	dummy
81	189.37963770875444	A	dummy
82	184.4334850157771	A	dummy
83	178.68516998458907	A	dummy
84	180.2939188087987	A	dummy
85	177.50569857614443	A	dummy
86	174.11866942409162	A	dummy
87	169.63568253485045	A	dummy
88	168.76396010425006	A	dummy
89	165.54644436724814	A	dummy
90	160.15111192558663	A	dummy
91	162.78652141850503	A	dummy
92	159.20136960509842	A	dummy
93	155.28120479737066	A	dummy
94	154.71279362542944	A	dummy
95	147.15536527021206	A	dummy
96	150.5320028979106	A	dummy
97	148.98843894892048	A	dummy
98	141.8587499836144	A	dummy
99	140.3438246062412	A	dummy
0	8.138388339037345	B	dummy
1	6.051870637636885	B	dummy
2	19.16943832953121	B	dummy
3	29.876876005040398	B	dummy
4	34.049701076040016	B	dummy
5	47.0110550050561	B	dummy
6	54.60407808715205	B	dummy
7	65.55656433510566	B	dummy
8	65.20455400162933	B	dummy
9	84.67817390654736	B	dummy
10	98.16975201554834	B	dummy
11	113.85621234413715	B	dummy
12	118.07034474209557	B	dummy
13	137.83055806001465	B	dummy
14	138.37989902533303	B	dummy
15	138.2455987544943	B	dummy
16	154.79260089697237	B	dummy
17	172.66447284991435	B	dummy
18	182.7297209798873	B	dummy
19	188.12391508448505	B	dummy
20	191.2979282507744	B	dummy
21	211.07218413651125	B	dummy
22	215.11010496241124	B	dummy
23	223.7760543554231	B	dummy
24	239.22794837263922	B	dummy
25	240.16680814729344	B	dummy
26	244.59696374635772	B	dummy
27	254.21967959123225	B	dummy
28	267.4503473611027	B	dummy
29	281.3490843869069	B	dummy
30	296.57505593925487	B	dummy
31	302.7198772028732	B	dummy
32	316.45790588711634	B	dummy
33	328.34144250121744	B	dummy
34	332.24026108896294	B	dummy
35	346.6837254242526	B	dummy
36	353.24314694021587	B	dummy
37	356.36521710147775	B	dummy
38	374.3493153762551	B	dummy
39	379.30456855163527	B	dummy
40	395.1548671225112	B	dummy
41	403.4254243331115	B	dummy
42	420.6824721204061	B	dummy
43	429.2519406237402	B	dummy
44	439.8819039255722	B	dummy
45	438.31297105491313	B	dummy
46	454.06737656091036	B	dummy
47	447.8362981306274	B	dummy
48	470.89133487971645	B	dummy
49	477.3909455004386	B	dummy
50	495.8678095386148	B	dummy
51	505.90083452218283	B	dummy
52	512.0791115353669	B	dummy
53	530.4493458169428	B	dummy
54	536.8871964431052	B	dummy
55	541.7118073638659	B	dummy
56	554.2670679942395	B	dummy
57	563.582698061466	B	dummy
58	565.9457011590204	B	dummy
59	580.0725061349876	B	dummy
60	576.365904908691	B	dummy
61	601.2633322250982	B	dummy
62	616.0035136399122	B	dummy
63	616.1979057873408	B	dummy
64	615.0444050858396	B	dummy
65	638.4848010252234	B	dummy
66	650.7884613678876	B	dummy
67	662.0947567243644	B	dummy
68	668.5143718675016	B	dummy
69	672.6678385543242	B	dummy
70	697.047166781169	B	dummy
71	696.786699165437	B	dummy
72	710.7127406398621	B	dummy
73	721.8187119629297	B	dummy
74	723.3831699453689	B	dummy
75	734.1904318435637	B	dummy
76	731.5473899165419	B	dummy
77	756.0025928998584	B	dummy
78	757.9229022547402	B	dummy
79	774.3994305179157	B	dummy
80	774.8179803666503	B	dummy
81	795.3101041262721	B	dummy
82	807.2383550602292	B	dummy
83	812.5315801960386	B	dummy
84	824.8296352623629	B	dummy
85	837.5870588071057	B	dummy
86	842.2979180409508	B	dummy
87	858.9770044850865	B	dummy
88	862.6963331479122	B	dummy
89	876.1283975057685	B	dummy
90	895.7319162631379	B	dummy
91	888.2532328764754	B	dummy
92	909.7444846540293	B	dummy
93	908.0756602451492	B	dummy
94	924.2876121250665	B	dummy
95	932.6058876638604	B	dummy
96	945.1856893743198	B	dummy
97	950.5967912361557	B	dummy
98	961.6826355746151	B	dummy
99	963.665615072475	B	dummy
0	1.1415098277835924	C	dummy
1	5.383826285945725	C	dummy
2	9.811817485976928	C	dummy
3	16.545681538368576	C	dummy
4	21.583606277244236	C	dummy
5	25.477374721601116	C	dummy
6	31.82031960451136	C	dummy
7	37.924537430469954	C	dummy
8	42.586194193867634	C	dummy
9	47.977160313742466	C	dummy
10	53.4332711413068	C	dummy
11	58.127312510588546	C	dummy
12	63.01942817018956	C	dummy
13	52.6163505336952	C	dummy
14	44.42356907751941	C	dummy
15	34.35326781394829	C	dummy
16	23.64537623368955	C	dummy
17	15.433699382003356	C	dummy
18	3.667644599303011	C	dummy
19	-4.214828290781135	C	dummy
20	-14.447983657579131	C	dummy
21	-26.061502973568285	C	dummy
22	-33.95381832834116	C	dummy
23	-44.551729447830105	C	dummy
24	-52.386106239657494	C	dummy
25	-63.60231892653679	C	dummy
26	-72.6376817809704	C	dummy
27	-83.03970058690871	C	dummy
28	-93.37113047078195	C	dummy
29	-102.4252349944331	C	dummy
30	-110.64943364365148	C	dummy
31	-108.93599377742196	C	dummy
32	-103.40447469983425	C	dummy
33	-101.03971607161262	C	dummy
34	-95.75065079632053	C	dummy
35	-92.83901830163687	C	dummy
36	-88.7210259007993	C	dummy
37	-84.97884092488832	C	dummy
38	-80.28020309013453	C	dummy
39	-76.34010314966173	C	dummy
40	-72.33994504195122	C	dummy
41	-71.20993052988052	C	dummy
42	-65.52148737814476	C	dummy
43	-62.08573739185795	C	dummy
44	-58.10934728436982	C	dummy
45	-52.98268709002967	C	dummy
46	-49.3291415907597	C	dummy
47	-45.35087841512561	C	dummy
48	-41.26247301869715	C	dummy
49	-38.4744621600081	C	dummy
50	-33.28275977035201	C	dummy
51	-30.523707323308262	C	dummy
52	-25.854336327632875	C	dummy
53	-22.791392726871468	C	dummy
54	-18.94575975483891	C	dummy
55	-15.007813653839682	C	dummy
56	-10.941580047628996	C	dummy
57	-7.642446953747278	C	dummy
58	-2.8881389390188668	C	dummy
59	1.2627710199208002	C	dummy
60	5.00684246696835	C	dummy
61	10.1095829150002	C	dummy
62	12.412971790444278	C	dummy
63	16.47032700432097	C	dummy
64	20.681409842407884	C	dummy
65	24.73334408153732	C	dummy
66	28.565476546293038	C	dummy
67	31.615586703136195	C	dummy
68	35.93337478773051	C	dummy
69	41.339987245197705	C	dummy
70	44.591279056020284	C	dummy
71	48.3495534697907	C	dummy
72	52.1706131409488	C	dummy
73	56.25379767720296	C	dummy
74	59.73707042528649	C	dummy
75	64.0377173980474	C	dummy
76	66.75702615384044	C	dummy
77	71.58356477703639	C	dummy
78	75.63867471490049	C	dummy
79	80.6746530491878	C	dummy
80	84.0495695154528	C	dummy
81	89.68171547723888	C	dummy
82	90.79137836046782	C	dummy
83	94.10132624987196	C	dummy
84	97.84249292293374	C	dummy
