x	y	animal	dummy
0	-2.7346623403262367	A	dummy
1	4.777063998985122	A	dummy
2	17.897772075204788	A	dummy
3	25.0883330750045	A	dummy
4	26.638318168174226	A	dummy
5	20.467951001435928	A	dummy
6	43.63775330186917	A	dummy
7	49.42017212259541	A	dummy
8	62.6452077220718	A	dummy
9	72.41417542697643	A	dummy
10	73.94866079546985	A	dummy
11	77.45580388904807	A	dummy
12	91.60919174846411	A	dummy
13	95.41503519108213	A	dummy
14	96.14716577426667	A	dummy
15	102.42429497870879	A	dummy
16	88.72176328746838	A	dummy
17	88.6300484566822	A	dummy
18	83.63555052277802	A	dummy
19	78.60420120937486	A	dummy
20	75.00339921300787	A	dummy
21	76.19410221535476	A	dummy
22	67.64840563184237	A	dummy
23	69.39157765683588	A	dummy
24	52.38191729592229	A	dummy
25	57.1347859901973	A	dummy
26	56.21930943482157	A	dummy
27	46.7574245892171	A	dummy
28	40.44335900420517	A	dummy
29	34.15354250718848	A	dummy
30	34.409221122586914	A	dummy
31	22.71069584882925	A	dummy
32	23.790878399187484	A	dummy
33	16.514546248445292	A	dummy
34	17.16186268306783	A	dummy
35	6.752362055736602	A	dummy
36	2.7285502630350176	A	dummy
37	-0.6484458535599278	A	dummy
38	-3.7831542010912327	A	dummy
39	-8.198010032562141	A	dummy
40	-13.824748677391321	A	dummy
41	-19.47368519513011	A	dummy
42	-17.862666922763456	A	dummy
43	-31.201510739195566	A	dummy
44	-28.96237613538488	A	dummy
45	-28.170018392243946	A	dummy
46	-40.974035879967964	A	dummy
47	-47.91097727255717	A	dummy
48	-52.936524872369596	A	dummy
49	-56.1806822729382	A	dummy
50	-62.31840570144979	A	dummy
51	-60.387127233086346	A	dummy
52	-70.39600034167819	A	dummy
53	-69.10342294472177	A	dummy
54	-74.58894166014215	A	dummy
55	-87.27088045412128	A	dummy
56	-87.87365258395577	A	dummy
57	-89.2761824084325	A	dummy
58	-86.49577988130702	A	dummy
59	-97.36340877483913	A	dummy
60	-105.25449121962743	A	dummy
61	-110.86073745076855	A	dummy
62	-108.54622090324686	A	dummy
63	-120.25590368820974	A	dummy
64	-117.42112840791944	A	dummy
65	-125.07808146186794	A	dummy
66	-132.09403750895888	A	dummy
67	-134.92916962022497	A	dummy
68	-140.0607066459588	A	dummy
69	-143.6442032866052	A	dummy
70	-147.4273631765869	A	dummy
71	-152.22803188112167	A	dummy
72	-159.04736743987684	A	dummy
73	-150.35337856016145	A	dummy
74	-156.81225055445347	A	dummy
75	-179.3033344646486	A	dummy
76	-171.87811571573306	A	dummy
77	-180.56339273671054	A	dummy
78	-181.49972995141374	A	dummy
79	-186.99640331699555	A	dummy
80	-191.13412334551597	A	dummy
81	-199.278413323767	A	dummy
82	-205.77069613551362	A	dummy
83	-204.61150697637618	A	dummy
84	-214.8219811662798	A	dummy
85	-207.68897939215626	A	dummy
86	-220.51368429380912	A	dummy
87	-226.5880829606514	A	dummy
88	-230.1856219646426	A	dummy
89	-234.11471603400108	A	dummy
90	-235.4600009112359	A	dummy
91	-238.22637130146438	A	dummy
92	-237.32342771829514	A	dummy
93	-245.04340830447478	A	dummy
94	-259.7705625288597	A	dummy
95	-254.35477294076114	A	dummy
96	-262.0823497313513	A	dummy
97	-266.3812174374815	A	dummy
98	-270.72718414199454	A	dummy
99	-266.6686574349107	A	dummy
0	-15.471339108339308	B	dummy
1	7.585910053331914	B	dummy
2	13.25824288089524	B	dummy
3	4.81632281723634	B	dummy
4	21.74274181087165	B	dummy
5	19.047103130296414	B	dummy
6	31.959834777156807	B	dummy
7	41.83317102808205	B	dummy
8	53.441755101637604	B	dummy
9	57.41807727257922	B	dummy
10	57.77974344896006	B	dummy
11	64.65016094136786	B	dummy
12	66.45016291302201	B	dummy
13	92.79105914929605	B	dummy
14	92.25214912772591	B	dummy
15	99.25877308984691	B	dummy
16	92.82120387000505	B	dummy
17	112.17616935694359	B	dummy
18	112.36047874292258	B	dummy
19	116.98227547830037	B	dummy
20	128.42328095489933	B	dummy
21	137.78066560849624	B	dummy
22	133.82828120214816	B	dummy
23	133.27011112508072	B	dummy
24	147.09981241692194	B	dummy
25	140.9720413874427	B	dummy
26	167.27782148966742	B	dummy
27	155.92581552815327	B	dummy
28	164.28379317806977	B	dummy
29	181.5928534591414	B	dummy
30	170.15685903434246	B	dummy
31	180.53464673999144	B	dummy
32	193.8379279291548	B	dummy
33	193.01510248772695	B	dummy
34	208.2742295778097	B	dummy
35	207.01771375479322	B	dummy
36	205.15717767707113	B	dummy
37	219.03437793789803	B	dummy
38	228.03323407187236	B	dummy
39	228.3175065473491	B	dummy
40	240.8352679417458	B	dummy
41	249.4384541658699	B	dummy
42	255.7897915017454	B	dummy
43	263.42043148729266	B	dummy
44	263.6811881470747	B	dummy
45	252.8085746973484	B	dummy
46	283.32747460475446	B	dummy
47	279.6078779773991	B	dummy
48	282.35251861904015	B	dummy
49	283.0890615998392	B	dummy
50	290.25604062181145	B	dummy
51	302.0799029436846	B	dummy
52	302.8341845092293	B	dummy
53	314.2098438981092	B	dummy
54	321.0130844872339	B	dummy
55	325.57019300259526	B	dummy
56	340.34828689927434	B	dummy
