x	y	animal	dummy
0	-1.0332931107085006	A	dummy
1	24.682230617959767	A	dummy
2	26.933690879577757	A	dummy
3	24.123826322149142	A	dummy
4	27.52191898069666	A	dummy
5	16.587087249057106	A	dummy
6	42.87270453785352	A	dummy
7	44.517562823061695	A	dummy
8	34.717243586147596	A	dummy
9	25.498386491895708	A	dummy
10	76.33841006515436	A	dummy
11	53.9815899441915	A	dummy
12	70.53961987412934	A	dummy
13	62.71780340374401	A	dummy
14	29.798033485140753	A	dummy
15	26.716525283487755	A	dummy
16	64.41357870454564	A	dummy
17	67.01528739178015	A	dummy
18	97.6921568841309	A	dummy
19	84.82180860221018	A	dummy
20	94.83566700761662	A	dummy
21	76.18928933838176	A	dummy
22	102.35001121917713	A	dummy
23	76.95345006595963	A	dummy
24	73.50269381603326	A	dummy
25	110.20893139824344	A	dummy
26	100.49705505224443	A	dummy
27	117.65666269593152	A	dummy
28	126.23381273662761	A	dummy
29	113.79498169568056	A	dummy
30	148.3043296968666	A	dummy
31	152.63275053169946	A	dummy
32	155.06190210819534	A	dummy
33	160.77999553762402	A	dummy
34	154.46065767335742	A	dummy
35	196.45495370160623	A	dummy
36	138.60536841505433	A	dummy
37	152.55180522751044	A	dummy
38	163.25733937488715	A	dummy
39	167.9778062979883	A	dummy
40	152.33193429515748	A	dummy
41	150.6479105706555	A	dummy
42	182.40633737488045	A	dummy
43	196.15076577569283	A	dummy
44	228.70278869521337	A	dummy
45	205.09981679057373	A	dummy
46	180.73332662734913	A	dummy
47	207.05523800544591	A	dummy
48	198.7419597815799	A	dummy
49	223.74922662346063	A	dummy
50	224.08237185482523	A	dummy
51	189.69873806630878	A	dummy
52	258.2041074589122	A	dummy
53	209.59680461827153	A	dummy
54	255.99330931937737	A	dummy
55	240.34977901302025	A	dummy
56	252.3163870376167	A	dummy
57	234.037222633359	A	dummy
58	239.71888142145326	A	dummy
59	251.17287418534693	A	dummy
60	256.7086505319742	A	dummy
61	290.1120540127556	A	dummy
62	249.9301815298275	A	dummy
63	306.02916235699377	A	dummy
64	249.4650466933409	A	dummy
65	272.20039247762867	A	dummy
66	273.1295020179534	A	dummy
67	276.5558903614497	A	dummy
68	261.55653183577465	A	dummy
69	290.57879723767945	A	dummy
70	253.8425494848767	A	dummy
71	233.5837031542867	A	dummy
72	212.46474331261638	A	dummy
73	214.65663046146287	A	dummy
74	224.859184745068	A	dummy
75	175.9583451668135	A	dummy
76	231.86086474396615	A	dummy
77	198.33561005217837	A	dummy
78	167.3276938680283	A	dummy
79	217.26226788077125	A	dummy
80	189.50571303433685	A	dummy
81	194.35045793633395	A	dummy
82	186.97378007130058	A	dummy
83	176.69991793309327	A	dummy
84	160.38526056358722	A	dummy
85	203.42403607307693	A	dummy
86	157.9047355570761	A	dummy
87	221.2019250492583	A	dummy
88	189.7933373311475	A	dummy
89	204.10425213812965	A	dummy
90	207.3987478954334	A	dummy
91	197.82382654022285	A	dummy
92	185.1174206804556	A	dummy
93	245.87369543013023	A	dummy
94	233.01043929296011	A	dummy
95	227.11001153629923	A	dummy
96	235.82825612230408	A	dummy
97	246.5603711070901	A	dummy
98	259.5817010382097	A	dummy
99	246.16167787599207	A	dummy
0	24.579861279710727	B	dummy
1	-1.7637525877556222	B	dummy
2	-2.390178667552803	B	dummy
3	8.654520988551157	B	dummy
4	18.336902828945643	B	dummy
5	21.15447105210254	B	dummy
6	16.98506102508439	B	dummy
7	43.729720236510225	B	dummy
8	27.89816924009321	B	dummy
9	46.11722134448007	B	dummy
10	39.32204852745107	B	dummy
11	44.384306793638295	B	dummy
12	38.10838326019824	B	dummy
13	48.12225474613292	B	dummy
14	57.16530309973845	B	dummy
15	68.46676584216019	B	dummy
16	59.50077370911873	B	dummy
17	90.98395674487263	B	dummy
18	72.99048074772801	B	dummy
19	75.21102085862188	B	dummy
20	81.42737174170658	B	dummy
21	90.21389014023077	B	dummy
22	87.4061120413895	B	dummy
23	95.85350593879332	B	dummy
24	113.13796797221464	B	dummy
25	107.6250214511379	B	dummy
26	115.19459901275238	B	dummy
27	102.63958816652715	B	dummy
28	111.53826218819121	B	dummy
29	115.34274239162644	B	dummy
30	134.76210984140064	B	dummy
31	137.9517157201761	B	dummy
32	158.21252462803136	B	dummy
33	159.02230568498305	B	dummy
34	143.19792345890193	B	dummy
35	160.9899549379627	B	dummy
36	142.13058659789522	B	dummy
37	167.5157108108264	B	dummy
38	141.84805977883036	B	dummy
39	154.39563735239642	B	dummy
40	148.5605369842203	B	dummy
41	140.26203530155493	B	dummy
42	166.51820558188706	B	dummy
43	155.1839055116104	B	dummy
44	161.45395629724683	B	dummy
45	164.27128863698485	B	dummy
46	179.56731425241142	B	dummy
47	144.5978302341079	B	dummy
48	151.56859058636363	B	dummy
49	150.30159507377408	B	dummy
50	137.94956650982462	B	dummy
51	132.76099481428366	B	dummy
52	126.33507619518774	B	dummy
53	149.7905921792015	B	dummy
54	143.78102936868754	B	dummy
55	135.08718515169326	B	dummy
56	150.3207186662041	B	dummy
57	147.3243224718396	B	dummy
58	138.34955800432047	B	dummy
59	159.9247705909427	B	dummy
60	132.5173502597473	B	dummy
61	132.0959332136175	B	dummy
62	125.77503205122136	B	dummy
