x	y	animal	dummy
0	2.8337912764841615	A	dummy
1	10.251941089680681	A	dummy
2	17.067811576883706	A	dummy
3	27.657343942379963	A	dummy
4	36.07619864393146	A	dummy
5	46.57556309271407	A	dummy
6	54.77511830942667	A	dummy
7	63.82804011539869	A	dummy
8	74.84778787057394	A	dummy
9	81.78294913206477	A	dummy
10	91.28196806882912	A	dummy
11	102.05269920211917	A	dummy
12	109.14761244601122	A	dummy
13	119.64599233620575	A	dummy
14	130.09199153102796	A	dummy
15	141.31730386232184	A	dummy
16	145.6206697001413	A	dummy
17	158.11044434838706	A	dummy
18	165.9846763105268	A	dummy
19	175.77402349899526	A	dummy
20	185.02846053780132	A	dummy
21	194.5334648416726	A	dummy
22	203.20896867348574	A	dummy
23	213.08910815384195	A	dummy
24	221.51239182117084	A	dummy
25	230.05784441994186	A	dummy
26	239.99210360093323	A	dummy
27	249.2171266819363	A	dummy
28	257.6058068552396	A	dummy
29	267.9826948994791	A	dummy
30	275.62608807186115	A	dummy
31	285.9808450325929	A	dummy
32	294.8261633385673	A	dummy
33	305.6840790170711	A	dummy
34	313.3563501596718	A	dummy
35	322.7814900531856	A	dummy
36	330.70794928817674	A	dummy
37	340.1375575732366	A	dummy
38	350.7041054413079	A	dummy
39	359.20494143274857	A	dummy
40	369.59231014803004	A	dummy
41	376.71451134780636	A	dummy
42	387.18471577200893	A	dummy
43	397.0842606888953	A	dummy
44	406.7461611263302	A	dummy
45	415.56719316602135	A	dummy
46	423.893883155238	A	dummy
47	433.8932861505948	A	dummy
48	442.43110698990307	A	dummy
49	452.4664500240608	A	dummy
50	461.0556023228723	A	dummy
51	471.5236810716744	A	dummy
52	481.3174552001976	A	dummy
53	471.3506737977245	A	dummy
54	462.3512753929801	A	dummy
55	453.6567990239047	A	dummy
56	443.53275284269205	A	dummy
57	432.42084145654894	A	dummy
58	425.02671340839913	A	dummy
59	416.83845404141516	A	dummy
60	408.7860206433392	A	dummy
61	396.5649404915698	A	dummy
62	388.65748770708075	A	dummy
63	378.63837228539484	A	dummy
64	371.42039725917584	A	dummy
65	361.5861197603587	A	dummy
66	352.39426537017545	A	dummy
67	344.66234535918164	A	dummy
68	334.4589069551144	A	dummy
69	325.84995744818895	A	dummy
70	313.1624237251781	A	dummy
71	307.4706362667088	A	dummy
72	298.311614947208	A	dummy
73	288.4490340422898	A	dummy
74	280.5393039052626	A	dummy
75	272.1352620039053	A	dummy
76	261.77005435789454	A	dummy
77	268.8095545154486	A	dummy
78	276.6465413793795	A	dummy
79	285.2704328287762	A	dummy
80	292.6224284539953	A	dummy
81	301.538568332935	A	dummy
82	307.65486603251253	A	dummy
83	317.09073836530735	A	dummy
84	325.852857767543	A	dummy
85	331.97576719659094	A	dummy
86	339.39383433320455	A	dummy
87	348.3860407625078	A	dummy
88	358.5718741767976	A	dummy
89	364.15921311751265	A	dummy
90	373.13735553980496	A	dummy
91	381.41341505238876	A	dummy
92	389.1424830376349	A	dummy
93	398.1192201949958	A	dummy
94	405.79230267671073	A	dummy
95	411.91009169730216	A	dummy
96	420.23762703969993	A	dummy
97	429.5995274631672	A	dummy
98	435.05950558069736	A	dummy
99	444.8236484435882	A	dummy
0	-2.159884012081301	B	dummy
1	8.589791312902296	B	dummy
2	17.995781624003005	B	dummy
3	23.02172909017142	B	dummy
4	33.64224023332114	B	dummy
5	40.32489014264627	B	dummy
6	47.30195289346207	B	dummy
7	57.7777633832813	B	dummy
8	65.02505732912644	B	dummy
9	73.61985442602358	B	dummy
10	81.81629918492935	B	dummy
11	89.21738204781697	B	dummy
12	97.43629533862628	B	dummy
13	106.09703446687293	B	dummy
14	114.2139473420112	B	dummy
15	122.12652533426188	B	dummy
16	130.08909203020318	B	dummy
17	139.44232315754232	B	dummy
18	146.89573253097902	B	dummy
19	153.97039636004303	B	dummy
20	164.7836162502656	B	dummy
21	170.95047871998273	B	dummy
22	180.0302938786285	B	dummy
23	187.09769804144977	B	dummy
24	192.2793517373962	B	dummy
25	201.80871795322514	B	dummy
26	213.09941601745606	B	dummy
27	219.05618363903696	B	dummy
28	229.89559732691026	B	dummy
29	237.78752626622997	B	dummy
30	245.55398622865462	B	dummy
31	252.66315082848197	B	dummy
32	260.83178083609096	B	dummy
33	268.34222714794697	B	dummy
34	275.2372400532761	B	dummy
35	286.00041838100447	B	dummy
36	293.19116283885126	B	dummy
37	302.79884190049626	B	dummy
38	308.46331508941785	B	dummy
39	317.8471059729233	B	dummy
40	324.0448498042842	B	dummy
41	336.1249140550695	B	dummy
42	338.7648676987603	B	dummy
43	350.2599970141811	B	dummy
44	358.99756191690904	B	dummy
45	367.18694546467873	B	dummy
46	375.36371278428754	B	dummy
47	383.21725820316635	B	dummy
48	390.3037429164408	B	dummy
49	399.0801877259364	B	dummy
50	405.8489133480484	B	dummy
51	415.49087938543084	B	dummy
52	422.0880730268297	B	dummy
53	433.655224956179	B	dummy
54	441.559946408329	B	dummy
