x	y	animal	dummy
0	1.7636536949531654	A	dummy
1	4.082881941558919	A	dummy
2	15.891824400533363	A	dummy
3	20.46876331212662	A	dummy
4	45.880334397734345	A	dummy
5	59.13688585513525	A	dummy
6	56.941025236649686	A	dummy
7	59.57297648923931	A	dummy
8	65.47728201453447	A	dummy
9	71.81934695669013	A	dummy
10	82.01920214177565	A	dummy
11	110.00922416415814	A	dummy
12	117.0325137271222	A	dummy
13	108.11013464017033	A	dummy
14	106.46869172296712	A	dummy
15	89.63213035716298	A	dummy
16	96.04804055429675	A	dummy
17	84.26220978646825	A	dummy
18	93.93340342676268	A	dummy
19	65.03925104407445	A	dummy
20	84.8528979777016	A	dummy
21	66.32218722023956	A	dummy
22	73.7948857511555	A	dummy
23	65.09796672471369	A	dummy
24	71.40324711541393	A	dummy
25	62.96892854703911	A	dummy
26	49.85680488477126	A	dummy
27	62.37076482317963	A	dummy
28	40.86806288808455	A	dummy
29	30.323082882581872	A	dummy
30	36.845605545311265	A	dummy
31	27.875517402938208	A	dummy
32	12.104683637346612	A	dummy
33	6.626740226836356	A	dummy
34	15.370202854823962	A	dummy
35	18.185857121469567	A	dummy
36	6.02564160351743	A	dummy
37	-13.208899449717128	A	dummy
38	-9.52609417602524	A	dummy
39	-5.355322410022306	A	dummy
40	-23.484714155189724	A	dummy
41	-7.138866171176922	A	dummy
42	-37.96874725681117	A	dummy
43	-23.121646812069347	A	dummy
44	-35.58304520798855	A	dummy
45	-41.27788188867332	A	dummy
46	-30.000572564445516	A	dummy
47	-36.33712741051693	A	dummy
48	-60.15527917684583	A	dummy
49	-66.10024553271754	A	dummy
50	-64.22279117166845	A	dummy
51	-61.93607272612494	A	dummy
52	-75.39856801681563	A	dummy
53	-77.92825919886008	A	dummy
54	-72.25284860965652	A	dummy
55	-92.1146279440354	A	dummy
56	-101.24903626198282	A	dummy
57	-101.99661965116138	A	dummy
58	-90.18924574782525	A	dummy
59	-100.3718313196552	A	dummy
60	-103.392688019723	A	dummy
61	-107.27967095411049	A	dummy
62	-109.25706604625819	A	dummy
63	-114.43915998662172	A	dummy
64	-118.309162904997	A	dummy
65	-130.61430152752192	A	dummy
66	-122.09312120042237	A	dummy
67	-144.54841419748547	A	dummy
68	-142.844524489226	A	dummy
69	-153.29665299996032	A	dummy
70	-142.8158762082529	A	dummy
71	-153.98302480862918	A	dummy
72	-168.8983111073937	A	dummy
73	-161.53005280443946	A	dummy
74	-170.1775945784212	A	dummy
75	-168.6860705357743	A	dummy
76	-184.16978055332697	A	dummy
77	-179.87166083240808	A	dummy
78	-181.3122650468814	A	dummy
79	-190.92375543718003	A	dummy
80	-198.13584770258018	A	dummy
81	-200.09129535166	A	dummy
82	-219.87185595673557	A	dummy
83	-217.2028631988606	A	dummy
84	-219.757349786857	A	dummy
85	-209.3782168810035	A	dummy
86	-217.62737564747863	A	dummy
87	-229.66287702918618	A	dummy
88	-234.3966181371686	A	dummy
89	-239.3837449179547	A	dummy
90	-254.00394416202414	A	dummy
91	-242.55922091861112	A	dummy
92	-253.42979154341754	A	dummy
93	-245.02180971898153	A	dummy
94	-277.85821811314617	A	dummy
95	-263.53445558937517	A	dummy
96	-261.06309393563004	A	dummy
97	-272.82193153140236	A	dummy
98	-275.568730422314	A	dummy
99	-296.4436660335788	A	dummy
0	16.408156087482148	B	dummy
1	10.853079970946883	B	dummy
2	11.353879626967121	B	dummy
3	-32.84412383448924	B	dummy
4	56.87849758782432	B	dummy
5	48.142093763367846	B	dummy
6	16.24425562622659	B	dummy
7	111.31970529689691	B	dummy
8	77.39227348011815	B	dummy
9	96.87148973823463	B	dummy
10	54.02538972995885	B	dummy
11	127.29846173179874	B	dummy
12	115.54751099076692	B	dummy
13	117.26844684988568	B	dummy
14	92.73202048077763	B	dummy
15	174.31175317233024	B	dummy
16	97.65126470677761	B	dummy
17	136.00390435905803	B	dummy
18	170.7097701615987	B	dummy
19	215.842724107682	B	dummy
20	183.32710722225593	B	dummy
21	200.12123984730937	B	dummy
22	184.55064901857872	B	dummy
23	212.44631864493843	B	dummy
24	197.21651826036532	B	dummy
25	244.9039602088953	B	dummy
26	236.53247284835678	B	dummy
27	232.03439948559506	B	dummy
28	264.26857642480496	B	dummy
29	248.37214071951942	B	dummy
30	242.3195405063043	B	dummy
31	202.6612763298058	B	dummy
32	295.3526073127409	B	dummy
33	246.37363959057444	B	dummy
34	332.5689985237469	B	dummy
35	288.1227683875316	B	dummy
36	281.75041995011344	B	dummy
37	294.02117907405847	B	dummy
38	287.0791341343825	B	dummy
39	258.504172705093	B	dummy
40	324.45739571293683	B	dummy
41	371.6826631184202	B	dummy
42	407.8158658739026	B	dummy
43	370.18877011427537	B	dummy
44	368.4232135480164	B	dummy
45	406.41777530178655	B	dummy
46	399.81513484392866	B	dummy
47	434.13434436460835	B	dummy
48	416.06174241122045	B	dummy
49	430.6501864676832	B	dummy
50	418.49058789149746	B	dummy
51	466.24583679477155	B	dummy
52	466.3771451765714	B	dummy
53	455.53932017161156	B	dummy
54	452.7170345065969	B	dummy
55	455.9993980250159	B	dummy
56	465.7977941697737	B	dummy
57	508.9436075056117	B	dummy
58	520.788283621099	B	dummy
59	495.00101678694307	B	dummy
60	511.81156615000197	B	dummy
61	517.8623068357597	B	dummy
62	533.1253955226708	B	dummy
63	531.3097868742082	B	dummy
64	567.8936313453403	B	dummy
65	550.811760157203	B	dummy
66	580.1449819308211	B	dummy
67	606.2567477489146	B	dummy
68	525.3287545453027	B	dummy
69	654.5503702891682	B	dummy
70	594.4852354439513	B	dummy
71	652.7343559698065	B	dummy
72	657.649086751976	B	dummy
73	620.336085305622	B	dummy
74	630.2644788012819	B	dummy
75	687.0114507514975	B	dummy
76	676.057347259411	B	dummy
77	643.730769096808	B	dummy
78	686.6438439632907	B	dummy
79	649.6168461306631	B	dummy
80	682.8669406339308	B	dummy
81	693.6666433299173	B	dummy
