x	y	animal	dummy
0	-0.05812530233515342	A	dummy
1	1.829206113042026	A	dummy
2	7.235290225676891	A	dummy
3	8.10990967259875	A	dummy
4	11.71938603532981	A	dummy
5	9.356835391183646	A	dummy
6	13.778424980732265	A	dummy
7	14.258502059984075	A	dummy
8	17.459795343950425	A	dummy
9	23.664425461239052	A	dummy
10	18.613792451636556	A	dummy
11	26.059623560605065	A	dummy
12	30.340001031714923	A	dummy
13	29.19078030124008	A	dummy
14	33.32675082488587	A	dummy
15	36.80683459860109	A	dummy
16	37.85276943126571	A	dummy
17	41.48506637994354	A	dummy
18	40.82143823080744	A	dummy
19	47.335695579981305	A	dummy
20	47.09393765906006	A	dummy
21	47.097097006116265	A	dummy
22	49.98445473035885	A	dummy
23	50.43556080044842	A	dummy
24	57.53406992178874	A	dummy
25	54.134239058335574	A	dummy
26	58.44780244291926	A	dummy
27	63.07080339147652	A	dummy
28	62.37577506241395	A	dummy
29	65.01830019897088	A	dummy
30	69.15918479780245	A	dummy
31	65.96682365230917	A	dummy
32	72.34935225281447	A	dummy
33	76.78650682722021	A	dummy
34	77.25092605442333	A	dummy
35	77.34377962050989	A	dummy
36	82.19009683042393	A	dummy
37	87.32421334573445	A	dummy
38	86.15210570163767	A	dummy
39	82.8196569127386	A	dummy
40	94.4257175840778	A	dummy
41	92.10502194543584	A	dummy
42	96.9821024945063	A	dummy
43	96.04448866839539	A	dummy
44	102.54064096769987	A	dummy
45	100.38989472088944	A	dummy
46	105.87653584663678	A	dummy
47	108.20102791776164	A	dummy
48	110.94595001364473	A	dummy
49	113.08678556371127	A	dummy
50	113.97850579143596	A	dummy
51	114.72319860836447	A	dummy
52	122.90332850125769	A	dummy
53	120.97060641188648	A	dummy
54	124.24244686036975	A	dummy
55	123.71291824146704	A	dummy
56	126.66199391515524	A	dummy
57	128.00174248275403	A	dummy
58	137.18142078392816	A	dummy
59	134.08083121343415	A	dummy
60	133.96050099845715	A	dummy
61	137.98504076691694	A	dummy
62	136.35446089669782	A	dummy
63	145.21054925661127	A	dummy
64	147.63659383676077	A	dummy
65	148.4545993775291	A	dummy
66	150.19222643484179	A	dummy
67	155.76920916949496	A	dummy
68	151.32279766882516	A	dummy
69	157.57155737665119	A	dummy
70	162.94546341571365	A	dummy
71	165.0861264332047	A	dummy
72	163.95037541706927	A	dummy
73	166.14465239198447	A	dummy
74	171.51750143735202	A	dummy
75	171.69094947991866	A	dummy
76	172.98334890639765	A	dummy
77	177.9120617280315	A	dummy
78	182.10348094729736	A	dummy
79	181.7933032985204	A	dummy
80	187.40343412497455	A	dummy
81	185.6677592312043	A	dummy
82	192.06659072341898	A	dummy
83	188.6981603942564	A	dummy
84	192.58649146124924	A	dummy
85	194.71186381676048	A	dummy
86	198.95608347659518	A	dummy
87	202.31553837378252	A	dummy
88	199.25875565429124	A	dummy
89	201.77803667453486	A	dummy
90	205.9875160503276	A	dummy
91	207.29383107824154	A	dummy
92	208.71624360920845	A	dummy
93	216.5897843940928	A	dummy
94	222.08922418876367	A	dummy
95	215.45660448833732	A	dummy
96	220.6301920871484	A	dummy
97	223.83668567683813	A	dummy
98	222.26111156247268	A	dummy
99	226.82578870892115	A	dummy
0	5.4623799774913255	B	dummy
1	5.614843307578917	B	dummy
2	-1.0135241524748988	B	dummy
3	47.04221066323025	B	dummy
4	23.469276597535647	B	dummy
5	30.921928333118426	B	dummy
6	36.89835714178377	B	dummy
7	47.45245105056699	B	dummy
8	51.9310031452093	B	dummy
9	79.89275568673068	B	dummy
10	78.04224776458094	B	dummy
11	83.83363778267217	B	dummy
12	99.0824568410309	B	dummy
13	92.29866223311897	B	dummy
14	110.0283952535096	B	dummy
15	106.11440468485421	B	dummy
16	123.90741199633925	B	dummy
17	126.20855119472873	B	dummy
18	136.84600099522785	B	dummy
19	147.72753876590633	B	dummy
20	159.42693193246788	B	dummy
21	161.9325467934772	B	dummy
22	163.81433944045133	B	dummy
23	173.12359345134894	B	dummy
24	185.23377903717218	B	dummy
25	191.41763036285403	B	dummy
26	211.75677052773472	B	dummy
27	208.4652756415451	B	dummy
28	227.28485196474736	B	dummy
29	225.7475731195519	B	dummy
30	243.3543650524771	B	dummy
31	225.39664993671508	B	dummy
32	241.24661940975273	B	dummy
33	251.16395889724865	B	dummy
34	254.4666775469729	B	dummy
35	271.9125856077712	B	dummy
36	270.6333877226097	B	dummy
37	274.0943025108171	B	dummy
38	289.40300742501813	B	dummy
39	290.09109332923344	B	dummy
40	296.85257714001926	B	dummy
41	312.7471583094158	B	dummy
42	329.56091821833957	B	dummy
43	331.98810281283266	B	dummy
44	342.4496735532064	B	dummy
45	336.2200115741858	B	dummy
46	345.42716361837876	B	dummy
47	368.2737438749724	B	dummy
48	374.8160359408565	B	dummy
49	382.2387269503181	B	dummy
50	376.3768197531485	B	dummy
51	398.69684355130914	B	dummy
52	384.5695805536395	B	dummy
53	399.04553567044616	B	dummy
54	413.3194312745269	B	dummy
55	417.8636532845844	B	dummy
56	429.5878001006479	B	dummy
57	433.1170407159371	B	dummy
58	450.2598903560234	B	dummy
59	441.74179093874676	B	dummy
60	453.7363157240601	B	dummy
61	463.0231849558893	B	dummy
62	471.25625613206864	B	dummy
63	478.65723981865483	B	dummy
64	486.8289373462022	B	dummy
65	491.2176462320943	B	dummy
66	495.8372501536514	B	dummy
67	503.4886057882363	B	dummy
68	511.51582584702	B	dummy
69	511.68221712681066	B	dummy
70	528.3270483602298	B	dummy
71	535.5023620853667	B	dummy
72	566.9594716572509	B	dummy
73	570.2369087633115	B	dummy
74	554.0960739172459	B	dummy
75	579.026478342198	B	dummy
76	584.2688045569591	B	dummy
77	590.8311684817171	B	dummy
78	593.3360998705288	B	dummy
79	600.8855580824711	B	dummy
80	607.3367137731952	B	dummy
81	613.0608345264794	B	dummy
82	628.5968609202646	B	dummy
83	617.9473962616361	B	dummy
84	650.1746492245699	B	dummy
85	664.337435125938	B	dummy
86	665.493746704518	B	dummy
87	652.5095061827861	B	dummy
88	674.7359526354289	B	dummy
89	669.1228317694736	B	dummy
90	685.8759098743308	B	dummy
91	694.7913493189708	B	dummy
92	698.9370166006474	B	dummy
93	712.212595623427	B	dummy
94	709.5820163495862	B	dummy
95	721.3252198056489	B	dummy
96	735.0721329800224	B	dummy
97	731.9364011503898	B	dummy
98	759.0992189450857	B	dummy
99	743.8323866746086	B	dummy
0	1.1901303927235751	C	dummy
1	1.4757819899723899	C	dummy
2	0.7908107170693612	C	dummy
3	6.078052268256228	C	dummy
4	4.73772269359508	C	dummy
5	4.066946702747112	C	dummy
6	9.589878735902555	C	dummy
7	11.012401082730037	C	dummy
8	12.877472824752017	C	dummy
9	14.258900342998444	C	dummy
10	14.919926069487255	C	dummy
11	15.956621883904056	C	dummy
12	15.455638988718317	C	dummy
13	16.241631024077023	C	dummy
14	19.174397107726545	C	dummy
15	22.560811561056497	C	dummy
16	21.65600661545456	C	dummy
17	27.147450113430857	C	dummy
18	25.111037906585263	C	dummy
19	27.896753652363852	C	dummy
20	25.666240152008555	C	dummy
21	30.614357854438936	C	dummy
22	31.386484401419168	C	dummy
23	29.998753460972274	C	dummy
24	34.54230541075888	C	dummy
25	35.329887882022234	C	dummy
26	38.13115619398508	C	dummy
27	38.408462674429174	C	dummy
28	39.754812268910634	C	dummy
29	43.39247830606057	C	dummy
30	42.41301822155934	C	dummy
31	43.99515021041938	C	dummy
32	46.099248351331	C	dummy
33	44.827059253980416	C	dummy
34	49.31146660348025	C	dummy
35	50.02013329192846	C	dummy
36	54.35053428855879	C	dummy
37	51.29732590601031	C	dummy
38	55.31791813839173	C	dummy
39	55.444056302778186	C	dummy
40	59.47855430742815	C	dummy
41	57.859413869867325	C	dummy
42	57.51947397414698	C	dummy
43	61.25607669485458	C	dummy
44	63.93789496427711	C	dummy
45	63.66623380825473	C	dummy
46	64.7471852753502	C	dummy
47	69.90746473488468	C	dummy
48	69.09051039898256	C	dummy
49	69.05310039379599	C	dummy
50	72.46702955490377	C	dummy
51	74.1941552073715	C	dummy
52	75.12039449929294	C	dummy
53	74.620891239301	C	dummy
54	77.03508063215284	C	dummy
55	81.81237909372432	C	dummy
56	76.35151791905312	C	dummy
57	83.26805645993115	C	dummy
58	81.30831678255304	C	dummy
59	82.95091135971637	C	dummy
60	84.46933325171265	C	dummy
61	85.80644406695231	C	dummy
62	89.33440504955914	C	dummy
63	89.56869567070598	C	dummy
64	93.09153152393324	C	dummy
65	93.29484225365725	C	dummy
66	96.6339825986835	C	dummy
67	95.32552580887823	C	dummy
68	97.08445964503407	C	dummy
69	97.16144421058945	C	dummy
70	101.11626488793644	C	dummy
71	102.60561203936359	C	dummy
72	104.00426381400078	C	dummy
73	104.66105666392193	C	dummy
74	108.14560676295265	C	dummy
75	107.71420185487906	C	dummy
76	108.27208550841523	C	dummy
77	111.25439610748299	C	dummy
78	112.578991986582	C	dummy
79	113.2790885018744	C	dummy
80	112.08616975316878	C	dummy
81	116.84788207142091	C	dummy
82	115.88340220189846	C	dummy
83	118.82320612917839	C	dummy
84	119.9534375157083	C	dummy
85	118.93728146797594	C	dummy
86	123.35280796114668	C	dummy
87	123.0407177715446	C	dummy
88	125.67641519288627	C	dummy
89	126.25888104259376	C	dummy
90	127.70269058800938	C	dummy
91	131.63658124159903	C	dummy
92	133.1267130313671	C	dummy
93	133.2998592584345	C	dummy
94	134.04483418678825	C	dummy
95	135.9571262328542	C	dummy
96	140.08956611272274	C	dummy
97	136.78504898798437	C	dummy
98	139.69576661541595	C	dummy
99	141.80858172119667	C	dummy
