x	y	animal	dummy
0	-1.6888433765049269	A	dummy
1	7.470103942039008	A	dummy
2	12.492529472524598	A	dummy
3	22.031641554662443	A	dummy
4	17.965964855281413	A	dummy
5	1.6484036826040036	A	dummy
6	4.900841684312921	A	dummy
7	25.300139807665094	A	dummy
8	27.386052228722804	A	dummy
9	14.652663870671715	A	dummy
10	34.26229142821734	A	dummy
11	30.04875999937219	A	dummy
12	37.96624723344051	A	dummy
13	44.52384859595557	A	dummy
14	46.58853445307165	A	dummy
15	51.7659750230584	A	dummy
16	39.19333046871996	A	dummy
17	45.94679813922945	A	dummy
18	49.8515277001589	A	dummy
19	53.39944827418133	A	dummy
20	62.54668805037756	A	dummy
21	62.46947713970289	A	dummy
22	62.68920776580452	A	dummy
23	65.31343990324471	A	dummy
24	67.36252060817961	A	dummy
25	69.07904333077535	A	dummy
26	73.86325142960689	A	dummy
27	73.98068090061507	A	dummy
28	86.88217339118665	A	dummy
29	77.85878008741697	A	dummy
30	85.5397956450268	A	dummy
31	100.22848165244147	A	dummy
32	102.33413822594365	A	dummy
33	99.66993535424793	A	dummy
34	83.82516073833118	A	dummy
35	75.47916228745457	A	dummy
36	56.308746213892846	A	dummy
37	48.125719958334955	A	dummy
38	47.683255402279116	A	dummy
39	46.73000746225785	A	dummy
40	29.784627962981645	A	dummy
41	14.949042833226375	A	dummy
42	4.266790923495186	A	dummy
43	3.6788725382361056	A	dummy
44	-12.211220087983733	A	dummy
45	-8.540493846486715	A	dummy
46	-18.39496526875477	A	dummy
47	-45.985992833657605	A	dummy
48	-56.84178627717607	A	dummy
49	-54.520999654835585	A	dummy
50	-62.458789910256286	A	dummy
51	-71.77843684005263	A	dummy
52	-85.77162120697061	A	dummy
53	-97.52822398501962	A	dummy
54	-105.8244796226248	A	dummy
55	-112.40039335863472	A	dummy
56	-126.13463738923143	A	dummy
57	-131.93735693941602	A	dummy
58	-146.77314630385877	A	dummy
59	-150.08741403887203	A	dummy
60	-157.31825395556498	A	dummy
61	-167.75632472021383	A	dummy
62	-177.67510807390454	A	dummy
63	-175.27327336549368	A	dummy
64	-187.75526509683803	A	dummy
65	-198.63049675036194	A	dummy
66	-214.3428415360684	A	dummy
67	-213.51228828916933	A	dummy
68	-230.36782279465118	A	dummy
69	-225.2154603254166	A	dummy
70	-234.3651501479399	A	dummy
71	-236.48125122288667	A	dummy
72	-266.64952313386544	A	dummy
73	-267.7225859649515	A	dummy
74	-287.22215201206365	A	dummy
75	-295.2403850902459	A	dummy
76	-293.71043764593196	A	dummy
77	-306.8217099774915	A	dummy
78	-312.1215783714121	A	dummy
79	-343.38539189980503	A	dummy
80	-335.6506896774352	A	dummy
81	-361.8287858398712	A	dummy
82	-357.79727290434164	A	dummy
83	-362.39524626841484	A	dummy
84	-381.2994648653406	A	dummy
85	-372.0740829205276	A	dummy
86	-385.3969349433229	A	dummy
87	-393.2387853409341	A	dummy
88	-418.92651221994544	A	dummy
89	-430.1436441178908	A	dummy
90	-433.1976772269404	A	dummy
91	-446.3178729738319	A	dummy
92	-462.26212074097987	A	dummy
93	-449.1981610032663	A	dummy
94	-473.8628848212023	A	dummy
95	-468.73876927302985	A	dummy
96	-490.1334063556048	A	dummy
97	-490.5840424771905	A	dummy
98	-503.5386805263713	A	dummy
99	-504.6809724063922	A	dummy
0	-0.4337190066427742	B	dummy
1	2.760393214640323	B	dummy
2	-0.6487774693477673	B	dummy
3	3.9956974432006653	B	dummy
4	1.3735016406899156	B	dummy
5	4.130197064964275	B	dummy
6	3.765417837331712	B	dummy
7	6.184818793644636	B	dummy
8	5.307152396328918	B	dummy
9	5.024615292345087	B	dummy
10	5.484187320980271	B	dummy
11	8.919389249843674	B	dummy
12	8.674165435663012	B	dummy
13	10.5295492956038	B	dummy
14	7.261793041928438	B	dummy
15	11.244644333419412	B	dummy
16	10.772455049957982	B	dummy
17	10.033889688765042	B	dummy
18	11.693575362042555	B	dummy
19	13.040967374511546	B	dummy
20	12.865099318335126	B	dummy
21	14.780396624629136	B	dummy
22	16.765308856043866	B	dummy
23	16.958070285248102	B	dummy
24	16.638903974826363	B	dummy
25	18.040746942951223	B	dummy
26	18.031939339290858	B	dummy
27	22.08036572363825	B	dummy
28	19.101372424835226	B	dummy
29	21.007481224113462	B	dummy
30	21.544461884337867	B	dummy
31	23.724983341139676	B	dummy
32	22.422891357924723	B	dummy
33	22.12327815255567	B	dummy
34	26.734357497121618	B	dummy
35	25.46800199931834	B	dummy
36	25.873308441626946	B	dummy
37	28.130610004965458	B	dummy
38	24.46860948840471	B	dummy
39	27.248411274215634	B	dummy
40	28.30325959323551	B	dummy
41	28.601509865699093	B	dummy
42	28.689476078210483	B	dummy
43	30.481216613804943	B	dummy
44	30.904211670659084	B	dummy
45	33.50374537370789	B	dummy
46	34.10551553947213	B	dummy
47	32.47690897616816	B	dummy
48	34.023477491864305	B	dummy
49	35.282376261061536	B	dummy
50	32.66327643108297	B	dummy
51	35.94714067696154	B	dummy
52	37.77891519933269	B	dummy
53	35.80140497621231	B	dummy
54	37.83018463062015	B	dummy
55	39.073866292538845	B	dummy
56	39.74443477879261	B	dummy
57	39.32856291939342	B	dummy
58	41.84706050879805	B	dummy
59	44.729188450675714	B	dummy
